UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
7069.0,L54248,L,300.8,310.7,1461.0,42.8,173.0,0,0.0,0.0,0.0,0.0,0.0
7070.0,L54249,L,300.8,310.7,1525.0,39.4,175.0,0,0.0,0.0,0.0,0.0,0.0
7071.0,L54250,L,300.7,310.7,1333.0,61.0,177.0,0,0.0,0.0,0.0,0.0,0.0
7072.0,H36485,H,300.7,310.6,1505.0,40.6,179.0,0,0.0,0.0,0.0,0.0,0.0
7073.0,M21932,M,300.7,310.6,1439.0,41.7,184.0,0,0.0,0.0,0.0,0.0,0.0
7074.0,L54253,L,300.7,310.6,1491.0,43.2,187.0,0,0.0,0.0,0.0,0.0,0.0
7075.0,M21934,M,300.7,310.6,1488.0,39.2,189.0,0,0.0,0.0,0.0,0.0,0.0
7076.0,L54255,L,300.7,310.5,1536.0,47.4,192.0,0,0.0,0.0,0.0,0.0,0.0
7077.0,L54256,L,300.7,310.5,1960.0,21.0,194.0,0,0.0,0.0,0.0,0.0,0.0
7078.0,M21937,M,300.7,310.5,1594.0,31.0,196.0,0,0.0,0.0,0.0,0.0,0.0
7079.0,L54258,L,300.7,310.5,1357.0,52.6,199.0,0,0.0,0.0,0.0,0.0,0.0
7080.0,L54259,L,300.7,310.5,1445.0,41.1,201.0,0,0.0,0.0,0.0,0.0,0.0
7081.0,L54260,L,300.7,310.4,1543.0,47.3,203.0,0,0.0,0.0,0.0,0.0,0.0
7082.0,L54261,L,300.7,310.4,1366.0,52.6,205.0,0,0.0,0.0,0.0,0.0,0.0
7083.0,L54262,L,300.7,310.3,1458.0,40.0,207.0,0,0.0,0.0,0.0,0.0,0.0
7084.0,L54263,L,300.7,310.4,1416.0,61.8,209.0,1,0.0,0.0,1.0,1.0,0.0
7085.0,L54264,L,300.6,310.3,1794.0,24.4,211.0,0,0.0,0.0,0.0,0.0,0.0
7086.0,L54265,L,300.6,310.3,1484.0,41.0,213.0,0,0.0,0.0,0.0,0.0,0.0
7087.0,L54266,L,300.6,310.4,2514.0,13.4,215.0,0,0.0,0.0,0.0,0.0,0.0
7088.0,L54267,L,300.6,310.3,1648.0,30.5,217.0,1,1.0,0.0,0.0,0.0,0.0
7089.0,M21948,M,300.6,310.3,1614.0,32.7,0.0,0,0.0,0.0,0.0,0.0,0.0
7090.0,L54269,L,300.6,310.2,1622.0,34.1,3.0,0,0.0,0.0,0.0,0.0,0.0
7091.0,M21950,M,300.6,310.2,1478.0,40.1,5.0,0,0.0,0.0,0.0,0.0,0.0
7092.0,L54271,L,300.6,310.2,1318.0,51.0,8.0,0,0.0,0.0,0.0,0.0,0.0
7093.0,L54272,L,300.7,310.2,1493.0,35.9,10.0,0,0.0,0.0,0.0,0.0,0.0
7094.0,H36507,H,300.7,310.3,1369.0,50.7,12.0,0,0.0,0.0,0.0,0.0,0.0
7095.0,L54274,L,300.6,310.2,1447.0,45.9,17.0,0,0.0,0.0,0.0,0.0,0.0
7096.0,L54275,L,300.6,310.1,1485.0,49.9,19.0,0,0.0,0.0,0.0,0.0,0.0
7097.0,L54276,L,300.6,310.2,1489.0,47.8,21.0,0,0.0,0.0,0.0,0.0,0.0
7098.0,M21957,M,300.6,310.2,1233.0,52.3,23.0,0,0.0,0.0,0.0,0.0,0.0
7099.0,L54278,L,300.7,310.2,1642.0,32.6,26.0,0,0.0,0.0,0.0,0.0,0.0
7100.0,M21959,M,300.7,310.2,1373.0,44.1,28.0,0,0.0,0.0,0.0,0.0,0.0
7101.0,L54280,L,300.7,310.2,1569.0,32.8,31.0,0,0.0,0.0,0.0,0.0,0.0
7102.0,L54281,L,300.8,310.2,1850.0,22.8,33.0,0,0.0,0.0,0.0,0.0,0.0
7103.0,M21962,M,300.8,310.3,1494.0,42.2,35.0,0,0.0,0.0,0.0,0.0,0.0
7104.0,H36517,H,300.8,310.3,1777.0,30.1,38.0,0,0.0,0.0,0.0,0.0,0.0
7105.0,L54284,L,300.9,310.4,1454.0,43.1,43.0,0,0.0,0.0,0.0,0.0,0.0
7106.0,L54285,L,300.9,310.4,1536.0,34.2,45.0,0,0.0,0.0,0.0,0.0,0.0
7107.0,L54286,L,300.8,310.5,1482.0,39.0,47.0,0,0.0,0.0,0.0,0.0,0.0
7108.0,H36521,H,300.9,310.5,1512.0,41.2,49.0,0,0.0,0.0,0.0,0.0,0.0
7109.0,M21968,M,300.8,310.5,1511.0,35.8,54.0,0,0.0,0.0,0.0,0.0,0.0
7110.0,L54289,L,300.9,310.5,1599.0,40.5,57.0,0,0.0,0.0,0.0,0.0,0.0
7111.0,M21970,M,300.8,310.4,1518.0,36.0,59.0,0,0.0,0.0,0.0,0.0,0.0
7112.0,M21971,M,300.8,310.4,1450.0,39.4,62.0,0,0.0,0.0,0.0,0.0,0.0
7113.0,L54292,L,300.9,310.4,1427.0,47.0,65.0,0,0.0,0.0,0.0,0.0,0.0
7114.0,L54293,L,300.9,310.4,1561.0,32.7,67.0,0,0.0,0.0,0.0,0.0,0.0
7115.0,H36528,H,300.9,310.4,1457.0,43.8,69.0,0,0.0,0.0,0.0,0.0,0.0
7116.0,M21975,M,301.0,310.6,1460.0,53.6,74.0,0,0.0,0.0,0.0,0.0,0.0
7117.0,L54296,L,301.0,310.5,1601.0,33.2,77.0,0,0.0,0.0,0.0,0.0,0.0
7118.0,L54297,L,300.9,310.5,1570.0,40.1,79.0,0,0.0,0.0,0.0,0.0,0.0
7119.0,L54298,L,300.9,310.5,1565.0,35.9,81.0,0,0.0,0.0,0.0,0.0,0.0
7120.0,L54299,L,301.0,310.5,1378.0,44.4,83.0,0,0.0,0.0,0.0,0.0,0.0
7121.0,L54300,L,300.9,310.5,2288.0,16.1,85.0,0,0.0,0.0,0.0,0.0,0.0
7122.0,M21981,M,300.9,310.4,1375.0,44.7,87.0,0,0.0,0.0,0.0,0.0,0.0
7123.0,L54302,L,300.9,310.4,1788.0,27.8,90.0,0,0.0,0.0,0.0,0.0,0.0
7124.0,M21983,M,300.9,310.4,1576.0,40.4,92.0,0,0.0,0.0,0.0,0.0,0.0
7125.0,M21984,M,300.8,310.3,1868.0,24.5,95.0,0,0.0,0.0,0.0,0.0,0.0
7126.0,L54305,L,300.7,310.1,1261.0,56.6,98.0,0,0.0,0.0,0.0,0.0,0.0
7127.0,M21986,M,300.6,310.0,1542.0,33.9,100.0,0,0.0,0.0,0.0,0.0,0.0
7128.0,L54307,L,300.6,310.0,1438.0,53.8,103.0,0,0.0,0.0,0.0,0.0,0.0
7129.0,L54308,L,300.6,310.0,1511.0,36.9,105.0,0,0.0,0.0,0.0,0.0,0.0
7130.0,L54309,L,300.6,310.0,1635.0,31.0,107.0,0,0.0,0.0,0.0,0.0,0.0
7131.0,L54310,L,300.6,309.9,1428.0,48.8,109.0,0,0.0,0.0,0.0,0.0,0.0
7132.0,M21991,M,300.5,309.8,1410.0,44.4,111.0,0,0.0,0.0,0.0,0.0,0.0
7133.0,L54312,L,300.5,309.9,1423.0,47.9,114.0,0,0.0,0.0,0.0,0.0,0.0
7134.0,M21993,M,300.5,309.9,1552.0,41.3,116.0,0,0.0,0.0,0.0,0.0,0.0
7135.0,M21994,M,300.5,310.0,1406.0,50.2,119.0,0,0.0,0.0,0.0,0.0,0.0
7136.0,L54315,L,300.5,309.9,1443.0,48.3,122.0,0,0.0,0.0,0.0,0.0,0.0
7137.0,M21996,M,300.5,309.9,1343.0,63.7,124.0,0,0.0,0.0,0.0,0.0,0.0
7138.0,M21997,M,300.6,310.0,1486.0,41.2,127.0,0,0.0,0.0,0.0,0.0,0.0
7139.0,L54318,L,300.6,310.1,1297.0,50.0,130.0,0,0.0,0.0,0.0,0.0,0.0
7140.0,L54319,L,300.6,310.1,1495.0,42.3,132.0,0,0.0,0.0,0.0,0.0,0.0
7141.0,L54320,L,300.5,309.9,1382.0,46.5,134.0,0,0.0,0.0,0.0,0.0,0.0
7142.0,M22001,M,300.4,309.8,1356.0,44.4,136.0,0,0.0,0.0,0.0,0.0,0.0
7143.0,H36556,H,300.3,309.7,1452.0,41.5,139.0,0,0.0,0.0,0.0,0.0,0.0
7144.0,H36557,H,300.3,309.7,1582.0,30.8,144.0,0,0.0,0.0,0.0,0.0,0.0
7145.0,M22004,M,300.4,309.8,1517.0,40.3,149.0,0,0.0,0.0,0.0,0.0,0.0
7146.0,L54325,L,300.5,310.0,1413.0,44.5,152.0,0,0.0,0.0,0.0,0.0,0.0
7147.0,L54326,L,300.4,309.9,1496.0,31.8,154.0,0,0.0,0.0,0.0,0.0,0.0
7148.0,L54327,L,300.3,309.8,1466.0,41.2,156.0,0,0.0,0.0,0.0,0.0,0.0
7149.0,M22008,M,300.3,309.8,1617.0,40.8,158.0,0,0.0,0.0,0.0,0.0,0.0
7150.0,L54329,L,300.2,309.8,1506.0,41.8,161.0,0,0.0,0.0,0.0,0.0,0.0
7151.0,L54330,L,300.2,309.8,1401.0,49.3,163.0,0,0.0,0.0,0.0,0.0,0.0
7152.0,H36565,H,300.2,309.9,1906.0,22.9,165.0,0,0.0,0.0,0.0,0.0,0.0
7153.0,L54332,L,300.2,309.9,1566.0,36.4,170.0,0,0.0,0.0,0.0,0.0,0.0
7154.0,L54333,L,300.2,310.0,1493.0,47.3,172.0,0,0.0,0.0,0.0,0.0,0.0
7155.0,L54334,L,300.3,310.1,1483.0,39.9,174.0,0,0.0,0.0,0.0,0.0,0.0
7156.0,M22015,M,300.2,309.9,1569.0,31.2,176.0,0,0.0,0.0,0.0,0.0,0.0
7157.0,M22016,M,300.2,310.0,1664.0,30.7,179.0,0,0.0,0.0,0.0,0.0,0.0
7158.0,L54337,L,300.2,310.0,1486.0,40.1,182.0,0,0.0,0.0,0.0,0.0,0.0
7159.0,L54338,L,300.2,310.0,1389.0,53.6,184.0,0,0.0,0.0,0.0,0.0,0.0
7160.0,L54339,L,300.1,310.0,1511.0,41.7,186.0,0,0.0,0.0,0.0,0.0,0.0
7161.0,M22020,M,300.2,310.1,1485.0,40.5,188.0,0,0.0,0.0,0.0,0.0,0.0
7162.0,L54341,L,300.2,310.2,1440.0,42.9,191.0,0,0.0,0.0,0.0,0.0,0.0
7163.0,L54342,L,300.2,310.2,1378.0,43.9,193.0,0,0.0,0.0,0.0,0.0,0.0
7164.0,M22023,M,300.1,310.1,1501.0,39.3,195.0,0,0.0,0.0,0.0,0.0,0.0
7165.0,M22024,M,300.2,310.1,1474.0,44.0,198.0,0,0.0,0.0,0.0,0.0,0.0
7166.0,L54345,L,300.2,310.1,1392.0,47.9,201.0,0,0.0,0.0,0.0,0.0,0.0
7167.0,M22026,M,300.3,310.2,1429.0,44.7,203.0,0,0.0,0.0,0.0,0.0,0.0
7168.0,L54347,L,300.3,310.3,1362.0,60.3,206.0,1,0.0,0.0,0.0,1.0,0.0
7169.0,L54348,L,300.3,310.3,1704.0,29.5,0.0,0,0.0,0.0,0.0,0.0,0.0
7170.0,L54349,L,300.3,310.2,1492.0,52.3,2.0,0,0.0,0.0,0.0,0.0,0.0
7171.0,M22030,M,300.3,310.2,1442.0,39.5,4.0,0,0.0,0.0,0.0,0.0,0.0
7172.0,M22031,M,300.2,310.2,1438.0,51.5,7.0,0,0.0,0.0,0.0,0.0,0.0
7173.0,M22032,M,300.1,310.1,1402.0,46.6,10.0,0,0.0,0.0,0.0,0.0,0.0
7174.0,L54353,L,300.1,310.1,1684.0,30.8,13.0,0,0.0,0.0,0.0,0.0,0.0
7175.0,L54354,L,300.2,310.2,1530.0,48.5,15.0,0,0.0,0.0,0.0,0.0,0.0
7176.0,L54355,L,300.1,310.1,1569.0,43.5,17.0,0,0.0,0.0,0.0,0.0,0.0
7177.0,L54356,L,300.1,310.1,1650.0,31.6,19.0,0,0.0,0.0,0.0,0.0,0.0
7178.0,L54357,L,300.2,310.2,1415.0,49.6,21.0,0,0.0,0.0,0.0,0.0,0.0
7179.0,L54358,L,300.2,310.2,1600.0,31.5,23.0,0,0.0,0.0,0.0,0.0,0.0
7180.0,L54359,L,300.2,310.1,1523.0,42.3,25.0,0,0.0,0.0,0.0,0.0,0.0
7181.0,M22040,M,300.2,310.2,1628.0,30.3,27.0,0,0.0,0.0,0.0,0.0,0.0
7182.0,L54361,L,300.2,310.3,1331.0,52.1,30.0,0,0.0,0.0,0.0,0.0,0.0
7183.0,L54362,L,300.3,310.3,2158.0,16.8,32.0,0,0.0,0.0,0.0,0.0,0.0
7184.0,L54363,L,300.2,310.3,1445.0,50.9,34.0,0,0.0,0.0,0.0,0.0,0.0
7185.0,M22044,M,300.2,310.3,1593.0,36.1,36.0,0,0.0,0.0,0.0,0.0,0.0
7186.0,L54365,L,300.3,310.4,1672.0,29.2,39.0,0,0.0,0.0,0.0,0.0,0.0
7187.0,M22046,M,300.4,310.5,1644.0,31.4,41.0,0,0.0,0.0,0.0,0.0,0.0
7188.0,L54367,L,300.4,310.5,1402.0,54.3,44.0,0,0.0,0.0,0.0,0.0,0.0
7189.0,L54368,L,300.4,310.4,1286.0,56.8,46.0,0,0.0,0.0,0.0,0.0,0.0
7190.0,L54369,L,300.4,310.4,1486.0,46.3,48.0,0,0.0,0.0,0.0,0.0,0.0
7191.0,L54370,L,300.3,310.3,1345.0,46.3,50.0,0,0.0,0.0,0.0,0.0,0.0
7192.0,L54371,L,300.3,310.3,1629.0,34.1,52.0,0,0.0,0.0,0.0,0.0,0.0
7193.0,M22052,M,300.2,310.2,1429.0,43.8,54.0,0,0.0,0.0,0.0,0.0,0.0
7194.0,L54373,L,300.1,310.1,1306.0,64.7,57.0,0,0.0,0.0,0.0,0.0,0.0
7195.0,L54374,L,300.1,310.1,1380.0,52.6,59.0,0,0.0,0.0,0.0,0.0,0.0
7196.0,M22055,M,300.1,310.1,1443.0,49.3,61.0,0,0.0,0.0,0.0,0.0,0.0
7197.0,H36610,H,300.1,310.1,1426.0,42.7,64.0,0,0.0,0.0,0.0,0.0,0.0
7198.0,L54377,L,300.0,310.0,1486.0,41.8,69.0,0,0.0,0.0,0.0,0.0,0.0
7199.0,M22058,M,300.0,309.9,1530.0,34.5,71.0,0,0.0,0.0,0.0,0.0,0.0
7200.0,L54379,L,300.0,309.9,1507.0,41.4,74.0,0,0.0,0.0,0.0,0.0,0.0
7201.0,L54380,L,300.0,309.9,1608.0,33.4,76.0,0,0.0,0.0,0.0,0.0,0.0
7202.0,L54381,L,300.0,309.8,1474.0,40.6,78.0,0,0.0,0.0,0.0,0.0,0.0
7203.0,L54382,L,300.0,309.7,1326.0,61.9,80.0,0,0.0,0.0,0.0,0.0,0.0
7204.0,M22063,M,299.8,309.6,1434.0,48.0,82.0,0,0.0,0.0,0.0,0.0,0.0
7205.0,L54384,L,299.8,309.6,1526.0,41.7,85.0,0,0.0,0.0,0.0,0.0,0.0
7206.0,L54385,L,299.8,309.7,1483.0,39.6,87.0,0,0.0,0.0,0.0,0.0,0.0
7207.0,L54386,L,299.8,309.7,1457.0,51.9,89.0,0,0.0,0.0,0.0,0.0,0.0
7208.0,M22067,M,299.7,309.6,1540.0,34.4,91.0,0,0.0,0.0,0.0,0.0,0.0
7209.0,L54388,L,299.8,309.7,1707.0,29.1,94.0,0,0.0,0.0,0.0,0.0,0.0
7210.0,L54389,L,299.8,309.7,1624.0,34.2,96.0,0,0.0,0.0,0.0,0.0,0.0
7211.0,M22070,M,299.8,309.6,1331.0,50.2,98.0,0,0.0,0.0,0.0,0.0,0.0
7212.0,L54391,L,299.8,309.7,1431.0,40.3,101.0,0,0.0,0.0,0.0,0.0,0.0
7213.0,M22072,M,299.8,309.7,1705.0,28.5,103.0,0,0.0,0.0,0.0,0.0,0.0
7214.0,M22073,M,299.8,309.8,1427.0,45.2,106.0,0,0.0,0.0,0.0,0.0,0.0
7215.0,M22074,M,299.9,309.8,1625.0,41.2,109.0,0,0.0,0.0,0.0,0.0,0.0
7216.0,L54395,L,299.9,309.8,1477.0,47.7,112.0,0,0.0,0.0,0.0,0.0,0.0
7217.0,M22076,M,300.0,309.9,1651.0,28.1,114.0,0,0.0,0.0,0.0,0.0,0.0
7218.0,L54397,L,299.9,309.8,1716.0,28.2,117.0,0,0.0,0.0,0.0,0.0,0.0
7219.0,H36632,H,299.9,309.8,1400.0,48.7,119.0,0,0.0,0.0,0.0,0.0,0.0
7220.0,M22079,M,299.8,309.7,1556.0,37.7,124.0,0,0.0,0.0,0.0,0.0,0.0
7221.0,L54400,L,299.8,309.7,1429.0,42.6,127.0,0,0.0,0.0,0.0,0.0,0.0
7222.0,H36635,H,299.7,309.6,1433.0,49.6,129.0,0,0.0,0.0,0.0,0.0,0.0
7223.0,M22082,M,299.8,309.7,1320.0,61.7,134.0,0,0.0,0.0,0.0,0.0,0.0
7224.0,L54403,L,299.8,309.6,1374.0,51.6,137.0,0,0.0,0.0,0.0,0.0,0.0
7225.0,L54404,L,299.8,309.6,1598.0,31.0,139.0,0,0.0,0.0,0.0,0.0,0.0
7226.0,M22085,M,299.8,309.7,1910.0,21.8,141.0,0,0.0,0.0,0.0,0.0,0.0
7227.0,L54406,L,299.7,309.6,1399.0,51.3,144.0,0,0.0,0.0,0.0,0.0,0.0
7228.0,L54407,L,299.7,309.6,1720.0,27.1,146.0,0,0.0,0.0,0.0,0.0,0.0
7229.0,H36642,H,299.8,309.7,1368.0,47.4,148.0,0,0.0,0.0,0.0,0.0,0.0
7230.0,L54409,L,299.8,309.8,1749.0,33.4,153.0,0,0.0,0.0,0.0,0.0,0.0
7231.0,L54410,L,299.8,309.8,1542.0,39.4,155.0,0,0.0,0.0,0.0,0.0,0.0
7232.0,L54411,L,299.8,309.9,1553.0,36.6,157.0,0,0.0,0.0,0.0,0.0,0.0
7233.0,M22092,M,299.9,309.9,1639.0,42.1,159.0,0,0.0,0.0,0.0,0.0,0.0
7234.0,L54413,L,299.9,310.0,1447.0,45.9,162.0,0,0.0,0.0,0.0,0.0,0.0
7235.0,M22094,M,299.8,310.0,1397.0,48.1,164.0,0,0.0,0.0,0.0,0.0,0.0
7236.0,L54415,L,299.8,310.0,1361.0,53.8,167.0,0,0.0,0.0,0.0,0.0,0.0
7237.0,M22096,M,299.8,310.0,1460.0,37.1,169.0,0,0.0,0.0,0.0,0.0,0.0
7238.0,M22097,M,299.8,310.0,1632.0,33.7,172.0,0,0.0,0.0,0.0,0.0,0.0
7239.0,L54418,L,299.8,310.0,1697.0,36.0,175.0,0,0.0,0.0,0.0,0.0,0.0
7240.0,L54419,L,299.8,310.1,1553.0,42.0,177.0,0,0.0,0.0,0.0,0.0,0.0
7241.0,M22100,M,299.9,310.1,1362.0,56.3,179.0,0,0.0,0.0,0.0,0.0,0.0
7242.0,M22101,M,299.9,310.0,1484.0,42.1,182.0,0,0.0,0.0,0.0,0.0,0.0
7243.0,H36656,H,299.9,310.1,1447.0,51.4,185.0,0,0.0,0.0,0.0,0.0,0.0
7244.0,M22103,M,300.0,310.2,1393.0,51.2,190.0,0,0.0,0.0,0.0,0.0,0.0
7245.0,L54424,L,300.0,310.2,1760.0,26.9,193.0,0,0.0,0.0,0.0,0.0,0.0
7246.0,L54425,L,300.0,310.1,1477.0,34.6,195.0,0,0.0,0.0,0.0,0.0,0.0
7247.0,L54426,L,299.9,310.1,1681.0,29.1,197.0,0,0.0,0.0,0.0,0.0,0.0
7248.0,M22107,M,300.0,310.1,1314.0,53.5,199.0,0,0.0,0.0,0.0,0.0,0.0
7249.0,L54428,L,300.0,310.1,1762.0,28.0,202.0,0,0.0,0.0,0.0,0.0,0.0
7250.0,L54429,L,299.9,310.0,1402.0,44.7,204.0,0,0.0,0.0,0.0,0.0,0.0
7251.0,M22110,M,300.1,310.2,1429.0,42.0,206.0,0,0.0,0.0,0.0,0.0,0.0
7252.0,M22111,M,300.2,310.3,1448.0,40.1,209.0,0,0.0,0.0,0.0,0.0,0.0
7253.0,H36666,H,300.2,310.4,1501.0,42.9,212.0,0,0.0,0.0,0.0,0.0,0.0
7254.0,L54433,L,300.3,310.5,1522.0,39.1,217.0,0,0.0,0.0,0.0,0.0,0.0
7255.0,L54434,L,300.3,310.4,1493.0,37.5,219.0,0,0.0,0.0,0.0,0.0,0.0
7256.0,M22115,M,300.2,310.3,1704.0,29.4,221.0,0,0.0,0.0,0.0,0.0,0.0
7257.0,H36670,H,300.2,310.3,1408.0,42.5,0.0,0,0.0,0.0,0.0,0.0,0.0
7258.0,L54437,L,300.2,310.4,1518.0,41.8,5.0,0,0.0,0.0,0.0,0.0,0.0
7259.0,L54438,L,300.3,310.4,1742.0,25.9,7.0,0,0.0,0.0,0.0,0.0,0.0
7260.0,M22119,M,300.4,310.5,1500.0,43.0,9.0,0,0.0,0.0,0.0,0.0,0.0
7261.0,L54440,L,300.4,310.5,2424.0,14.5,12.0,0,0.0,0.0,0.0,0.0,0.0
7262.0,L54441,L,300.4,310.5,1818.0,25.1,14.0,0,0.0,0.0,0.0,0.0,0.0
7263.0,M22122,M,300.4,310.6,1545.0,35.6,16.0,0,0.0,0.0,0.0,0.0,0.0
7264.0,L54443,L,300.4,310.6,1429.0,46.9,19.0,0,0.0,0.0,0.0,0.0,0.0
7265.0,M22124,M,300.4,310.6,1448.0,44.9,21.0,0,0.0,0.0,0.0,0.0,0.0
7266.0,L54445,L,300.4,310.6,1384.0,48.7,24.0,0,0.0,0.0,0.0,0.0,0.0
7267.0,L54446,L,300.4,310.5,1578.0,32.8,26.0,0,0.0,0.0,0.0,0.0,0.0
7268.0,L54447,L,300.5,310.5,1695.0,26.7,28.0,0,0.0,0.0,0.0,0.0,0.0
7269.0,L54448,L,300.5,310.6,1543.0,36.2,30.0,0,0.0,0.0,0.0,0.0,0.0
7270.0,M22129,M,300.4,310.5,1540.0,33.4,32.0,0,0.0,0.0,0.0,0.0,0.0
7271.0,L54450,L,300.2,310.4,1808.0,25.8,35.0,0,0.0,0.0,0.0,0.0,0.0
7272.0,M22131,M,300.3,310.4,1293.0,49.7,37.0,0,0.0,0.0,0.0,0.0,0.0
7273.0,L54452,L,300.2,310.3,1202.0,59.5,40.0,0,0.0,0.0,0.0,0.0,0.0
7274.0,M22133,M,300.2,310.3,1704.0,29.2,42.0,0,0.0,0.0,0.0,0.0,0.0
7275.0,M22134,M,300.2,310.3,1478.0,38.1,45.0,0,0.0,0.0,0.0,0.0,0.0
7276.0,L54455,L,300.2,310.3,1514.0,38.7,48.0,0,0.0,0.0,0.0,0.0,0.0
7277.0,M22136,M,300.1,310.3,1350.0,48.8,50.0,0,0.0,0.0,0.0,0.0,0.0
7278.0,L54457,L,300.1,310.2,1475.0,54.2,53.0,0,0.0,0.0,0.0,0.0,0.0
7279.0,H36692,H,300.0,310.1,1714.0,28.7,55.0,0,0.0,0.0,0.0,0.0,0.0
7280.0,L54459,L,300.0,310.1,1465.0,40.9,60.0,0,0.0,0.0,0.0,0.0,0.0
7281.0,L54460,L,299.9,310.2,1288.0,69.6,62.0,1,0.0,0.0,1.0,0.0,0.0
7282.0,L54461,L,300.0,310.2,1675.0,29.7,64.0,0,0.0,0.0,0.0,0.0,0.0
7283.0,L54462,L,300.0,310.2,1486.0,36.4,66.0,0,0.0,0.0,0.0,0.0,0.0
7284.0,M22143,M,300.0,310.2,1443.0,58.7,68.0,0,0.0,0.0,0.0,0.0,0.0
7285.0,M22144,M,300.1,310.3,1345.0,57.1,71.0,0,0.0,0.0,0.0,0.0,0.0
7286.0,M22145,M,300.2,310.4,1202.0,61.7,74.0,0,0.0,0.0,0.0,0.0,0.0
7287.0,M22146,M,300.1,310.4,1480.0,37.1,77.0,0,0.0,0.0,0.0,0.0,0.0
7288.0,M22147,M,300.2,310.4,1530.0,35.7,80.0,0,0.0,0.0,0.0,0.0,0.0
7289.0,M22148,M,300.2,310.6,1983.0,20.8,83.0,0,0.0,0.0,0.0,0.0,0.0
7290.0,L54469,L,300.3,310.6,1433.0,53.8,86.0,0,0.0,0.0,0.0,0.0,0.0
7291.0,L54470,L,300.3,310.6,1806.0,24.4,88.0,0,0.0,0.0,0.0,0.0,0.0
7292.0,L54471,L,300.2,310.5,1416.0,46.7,90.0,0,0.0,0.0,0.0,0.0,0.0
7293.0,M22152,M,300.1,310.4,1556.0,38.1,92.0,0,0.0,0.0,0.0,0.0,0.0
7294.0,L54473,L,300.1,310.5,1627.0,29.2,95.0,0,0.0,0.0,0.0,0.0,0.0
7295.0,L54474,L,300.1,310.6,1809.0,24.3,97.0,0,0.0,0.0,0.0,0.0,0.0
7296.0,M22155,M,300.1,310.5,1329.0,57.4,99.0,0,0.0,0.0,0.0,0.0,0.0
7297.0,H36710,H,300.0,310.4,1881.0,21.9,102.0,0,0.0,0.0,0.0,0.0,0.0
7298.0,L54477,L,300.1,310.5,1500.0,39.8,107.0,0,0.0,0.0,0.0,0.0,0.0
7299.0,L54478,L,300.1,310.5,1532.0,36.0,109.0,0,0.0,0.0,0.0,0.0,0.0
7300.0,L54479,L,300.1,310.5,1492.0,50.9,111.0,0,0.0,0.0,0.0,0.0,0.0
7301.0,L54480,L,300.2,310.6,1431.0,42.3,113.0,0,0.0,0.0,0.0,0.0,0.0
7302.0,L54481,L,300.1,310.4,1554.0,39.4,115.0,0,0.0,0.0,0.0,0.0,0.0
7303.0,L54482,L,300.1,310.5,1494.0,44.2,117.0,0,0.0,0.0,0.0,0.0,0.0
7304.0,L54483,L,300.1,310.6,1374.0,45.4,119.0,0,0.0,0.0,0.0,0.0,0.0
7305.0,L54484,L,300.1,310.5,1394.0,44.3,121.0,0,0.0,0.0,0.0,0.0,0.0
7306.0,M22165,M,300.0,310.5,1790.0,25.7,123.0,0,0.0,0.0,0.0,0.0,0.0
7307.0,L54486,L,300.1,310.5,1356.0,45.8,126.0,0,0.0,0.0,0.0,0.0,0.0
7308.0,M22167,M,300.0,310.4,1385.0,52.1,128.0,0,0.0,0.0,0.0,0.0,0.0
7309.0,L54488,L,300.0,310.4,1333.0,49.1,131.0,0,0.0,0.0,0.0,0.0,0.0
7310.0,L54489,L,300.0,310.4,1505.0,44.9,133.0,0,0.0,0.0,0.0,0.0,0.0
7311.0,L54490,L,300.0,310.5,1606.0,33.5,135.0,0,0.0,0.0,0.0,0.0,0.0
7312.0,H36725,H,300.0,310.5,1558.0,36.7,137.0,0,0.0,0.0,0.0,0.0,0.0
7313.0,L54492,L,300.0,310.5,1412.0,52.4,142.0,0,0.0,0.0,0.0,0.0,0.0
7314.0,L54493,L,299.9,310.4,1408.0,38.4,144.0,0,0.0,0.0,0.0,0.0,0.0
7315.0,L54494,L,299.9,310.3,1268.0,53.3,146.0,0,0.0,0.0,0.0,0.0,0.0
7316.0,L54495,L,299.9,310.4,1470.0,50.0,148.0,0,0.0,0.0,0.0,0.0,0.0
7317.0,L54496,L,299.9,310.4,1497.0,47.0,150.0,0,0.0,0.0,0.0,0.0,0.0
7318.0,L54497,L,299.9,310.3,1638.0,29.1,152.0,0,0.0,0.0,0.0,0.0,0.0
7319.0,H36732,H,299.9,310.3,1535.0,43.9,154.0,0,0.0,0.0,0.0,0.0,0.0
7320.0,L54499,L,299.8,310.2,1654.0,32.7,159.0,0,0.0,0.0,0.0,0.0,0.0
7321.0,H36734,H,299.8,310.2,1411.0,49.7,161.0,0,0.0,0.0,0.0,0.0,0.0
7322.0,L54501,L,299.8,310.2,1911.0,23.5,166.0,0,0.0,0.0,0.0,0.0,0.0
7323.0,H36736,H,299.8,310.2,1573.0,33.3,168.0,0,0.0,0.0,0.0,0.0,0.0
7324.0,L54503,L,299.9,310.2,1479.0,46.3,173.0,0,0.0,0.0,0.0,0.0,0.0
7325.0,M22184,M,299.9,310.4,1820.0,26.6,175.0,0,0.0,0.0,0.0,0.0,0.0
